ZFIN:ZDB-GENE-070410-44	NCBI_gene:11162
ZFIN:ZDB-GENE-040718-297	NCBI_gene:54978
ZFIN:ZDB-GENE-060825-261	NCBI_gene:23080
ZFIN:ZDB-GENE-090313-183	NCBI_gene:83959
ZFIN:ZDB-GENE-060531-64	NCBI_gene:57835
ZFIN:ZDB-GENE-081105-62	NCBI_gene:57282
ZFIN:ZDB-GENE-091030-1	NCBI_gene:8671
ZFIN:ZDB-GENE-030429-14	NCBI_gene:6522
ZFIN:ZDB-GENE-010525-1	NCBI_gene:6521
ZFIN:ZDB-GENE-071012-1	NCBI_gene:23235
ZFIN:ZDB-GENE-030131-9446	NCBI_gene:150094
ZFIN:ZDB-GENE-990603-5	NCBI_gene:9833
ZFIN:ZDB-GENE-060216-3	NCBI_gene:83983
ZFIN:ZDB-GENE-040718-84	NCBI_gene:54861
ZFIN:ZDB-GENE-050309-240	NCBI_gene:30811
ZFIN:ZDB-GENE-050208-563	NCBI_gene:81788
ZFIN:ZDB-GENE-030325-1	NCBI_gene:5562
ZFIN:ZDB-GENE-081120-5	NCBI_gene:5563
ZFIN:ZDB-GENE-040718-227	NCBI_gene:102723931
ZFIN:ZDB-GENE-081022-150	NCBI_gene:113878
ZFIN:ZDB-GENE-040426-1640	NCBI_gene:196403
ZFIN:ZDB-GENE-060526-299	NCBI_gene:151636
ZFIN:ZDB-GENE-000607-16	NCBI_gene:605
ZFIN:ZDB-GENE-010328-17	NCBI_gene:9275
ZFIN:ZDB-GENE-041119-1	NCBI_gene:23613
ZFIN:ZDB-GENE-050522-301	NCBI_gene:10771
ZFIN:ZDB-GENE-071008-4	NCBI_gene:326
ZFIN:ZDB-GENE-030131-6456	NCBI_gene:51317
ZFIN:ZDB-GENE-120215-198	NCBI_gene:83596
ZFIN:ZDB-GENE-030131-2552	NCBI_gene:79581
ZFIN:ZDB-GENE-030131-2552	NCBI_gene:55065
ZFIN:ZDB-GENE-060421-4490	NCBI_gene:113278
ZFIN:ZDB-GENE-081104-397	NCBI_gene:91694
ZFIN:ZDB-GENE-030131-8303	NCBI_gene:164832
ZFIN:ZDB-GENE-050522-197	NCBI_gene:84196
ZFIN:ZDB-GENE-050208-484	NCBI_gene:25862
ZFIN:ZDB-GENE-030131-1949	NCBI_gene:9101
ZFIN:ZDB-GENE-040426-774	NCBI_gene:84101
ZFIN:ZDB-GENE-041008-142	NCBI_gene:57646
ZFIN:ZDB-GENE-040426-2847	NCBI_gene:29761
ZFIN:ZDB-GENE-040426-2584	NCBI_gene:8975
ZFIN:ZDB-GENE-030131-726	NCBI_gene:7398
ZFIN:ZDB-GENE-061013-802	NCBI_gene:57695
ZFIN:ZDB-GENE-061019-1	NCBI_gene:8239
ZFIN:ZDB-GENE-060526-139	NCBI_gene:23358
ZFIN:ZDB-GENE-030131-7676	NCBI_gene:9097
ZFIN:ZDB-GENE-100211-1	NCBI_gene:124739
ZFIN:ZDB-GENE-040426-2323	NCBI_gene:23032
ZFIN:ZDB-GENE-040426-1219	NCBI_gene:10868
ZFIN:ZDB-GENE-041008-187	NCBI_gene:9958
ZFIN:ZDB-GENE-030131-3055	NCBI_gene:10869
ZFIN:ZDB-GENE-081104-421	NCBI_gene:8237
ZFIN:ZDB-GENE-100211-2	NCBI_gene:85015
ZFIN:ZDB-GENE-030131-4153	NCBI_gene:10600
ZFIN:ZDB-GENE-060526-335	NCBI_gene:84749
ZFIN:ZDB-GENE-050227-1	NCBI_gene:9960
ZFIN:ZDB-GENE-070719-7	NCBI_gene:55031
ZFIN:ZDB-GENE-060518-5	NCBI_gene:55230
ZFIN:ZDB-GENE-030131-3656	NCBI_gene:7874
ZFIN:ZDB-GENE-060512-211	NCBI_gene:102724045
ZFIN:ZDB-GENE-030131-5450	NCBI_gene:57602
ZFIN:ZDB-GENE-030131-5739	NCBI_gene:84132
ZFIN:ZDB-GENE-030219-132	NCBI_gene:9100
ZFIN:ZDB-GENE-030131-1747	NCBI_gene:286826
ZFIN:ZDB-GENE-040426-1626	NCBI_gene:79174
ZFIN:ZDB-GENE-030131-2084	NCBI_gene:22918
ZFIN:ZDB-GENE-081107-4	NCBI_gene:10683
ZFIN:ZDB-GENE-990712-17	NCBI_gene:11197
ZFIN:ZDB-GENE-060421-6581	NCBI_gene:285613
ZFIN:ZDB-GENE-030131-2941	NCBI_gene:51430
ZFIN:ZDB-GENE-041111-282	NCBI_gene:64151
ZFIN:ZDB-GENE-030131-3256	NCBI_gene:80152
ZFIN:ZDB-GENE-070410-110	NCBI_gene:79133
ZFIN:ZDB-GENE-080213-3	NCBI_gene:22894
ZFIN:ZDB-GENE-070209-95	NCBI_gene:115752
ZFIN:ZDB-GENE-070705-171	NCBI_gene:129563
ZFIN:ZDB-GENE-040426-2795	NCBI_gene:6102
ZFIN:ZDB-GENE-040426-1223	NCBI_gene:84164
ZFIN:ZDB-GENE-990415-79	NCBI_gene:2494
ZFIN:ZDB-GENE-040426-725	NCBI_gene:113174
ZFIN:ZDB-GENE-041114-97	NCBI_gene:3937
ZFIN:ZDB-GENE-040702-4	NCBI_gene:29760
ZFIN:ZDB-GENE-091204-260	NCBI_gene:116842
ZFIN:ZDB-GENE-020419-33	NCBI_gene:57617
ZFIN:ZDB-GENE-030131-4218	NCBI_gene:57526
ZFIN:ZDB-GENE-030616-3	NCBI_gene:65217
ZFIN:ZDB-GENE-080804-1	NCBI_gene:54510
ZFIN:ZDB-GENE-120215-215	NCBI_gene:5100
ZFIN:ZDB-GENE-020731-1	NCBI_gene:57575
ZFIN:ZDB-GENE-090608-3	NCBI_gene:27253
ZFIN:ZDB-GENE-080204-51	NCBI_gene:124401
ZFIN:ZDB-GENE-030131-2579	NCBI_gene:3837
ZFIN:ZDB-GENE-030424-2	NCBI_gene:3843
ZFIN:ZDB-GENE-040822-16	NCBI_gene:30000
ZFIN:ZDB-GENE-041014-307	NCBI_gene:79711
ZFIN:ZDB-GENE-040426-2534	NCBI_gene:522
ZFIN:ZDB-GENE-060526-361	NCBI_gene:8189
ZFIN:ZDB-GENE-080204-6	NCBI_gene:81031
ZFIN:ZDB-GENE-040426-1513	NCBI_gene:154091
ZFIN:ZDB-GENE-081104-301	NCBI_gene:11182
ZFIN:ZDB-GENE-030829-25	NCBI_gene:29988
ZFIN:ZDB-GENE-050508-1	NCBI_gene:56606
ZFIN:ZDB-GENE-060222-2	NCBI_gene:6518
ZFIN:ZDB-GENE-040718-390	NCBI_gene:102723606
ZFIN:ZDB-GENE-090915-1	NCBI_gene:6513
ZFIN:ZDB-GENE-030131-1213	NCBI_gene:6514
ZFIN:ZDB-GENE-030131-5134	NCBI_gene:389792
ZFIN:ZDB-GENE-030616-127	NCBI_gene:51278
ZFIN:ZDB-GENE-040625-71	NCBI_gene:50862
ZFIN:ZDB-GENE-040426-2435	NCBI_gene:123169
ZFIN:ZDB-GENE-041010-147	NCBI_gene:55332
ZFIN:ZDB-GENE-051113-144	NCBI_gene:284417
ZFIN:ZDB-GENE-090112-5	NCBI_gene:441027
ZFIN:ZDB-GENE-040426-1576	NCBI_gene:129303
ZFIN:ZDB-GENE-040625-141	NCBI_gene:128338
ZFIN:ZDB-GENE-040426-1801	NCBI_gene:5281
ZFIN:ZDB-GENE-030131-3958	NCBI_gene:55671
ZFIN:ZDB-GENE-040426-916	NCBI_gene:55234
ZFIN:ZDB-GENE-051113-124	NCBI_gene:149069
ZFIN:ZDB-GENE-030131-6313	NCBI_gene:49856
ZFIN:ZDB-GENE-100922-280	NCBI_gene:920
ZFIN:ZDB-GENE-070410-15	NCBI_gene:440107
ZFIN:ZDB-GENE-060929-732	NCBI_gene:151195
ZFIN:ZDB-GENE-091117-45	NCBI_gene:219771
ZFIN:ZDB-GENE-091117-14	NCBI_gene:50506
ZFIN:ZDB-GENE-040426-1380	NCBI_gene:1536
ZFIN:ZDB-GENE-040426-1499	NCBI_gene:9262
ZFIN:ZDB-GENE-030131-5556	NCBI_gene:9263
ZFIN:ZDB-GENE-091204-463	NCBI_gene:22904
ZFIN:ZDB-GENE-080522-2	NCBI_gene:55206
ZFIN:ZDB-GENE-990415-205	NCBI_gene:30813
ZFIN:ZDB-GENE-100922-124	NCBI_gene:146183
ZFIN:ZDB-GENE-060929-1162	NCBI_gene:84954
ZFIN:ZDB-GENE-041014-28	NCBI_gene:114803
ZFIN:ZDB-GENE-060503-273	NCBI_gene:6599
ZFIN:ZDB-GENE-040426-1973	NCBI_gene:4710
ZFIN:ZDB-GENE-050327-91	NCBI_gene:3983
ZFIN:ZDB-GENE-030131-9438	NCBI_gene:2039
ZFIN:ZDB-GENE-070112-1122	NCBI_gene:22885
ZFIN:ZDB-GENE-030131-874	NCBI_gene:22885
ZFIN:ZDB-GENE-070912-580	NCBI_gene:4018
ZFIN:ZDB-GENE-070912-579	NCBI_gene:4018
ZFIN:ZDB-GENE-040426-830	NCBI_gene:151531
ZFIN:ZDB-GENE-050306-2	NCBI_gene:7378
ZFIN:ZDB-GENE-040426-1749	NCBI_gene:60490
ZFIN:ZDB-GENE-010430-2	NCBI_gene:6293
ZFIN:ZDB-GENE-010430-2	NCBI_gene:6293
ZFIN:ZDB-GENE-010430-2	NCBI_gene:6293
ZFIN:ZDB-GENE-010430-2	NCBI_gene:6293
ZFIN:ZDB-GENE-010430-2	NCBI_gene:6293
ZFIN:ZDB-GENE-010430-2	NCBI_gene:6293
ZFIN:ZDB-GENE-050522-39	NCBI_gene:90459
ZFIN:ZDB-GENE-070606-3	NCBI_gene:8772
ZFIN:ZDB-GENE-091118-58	NCBI_gene:81928
ZFIN:ZDB-GENE-070912-509	NCBI_gene:91768
ZFIN:ZDB-GENE-070912-606	NCBI_gene:118427
ZFIN:ZDB-GENE-041014-329	NCBI_gene:25903
ZFIN:ZDB-GENE-040718-194	NCBI_gene:10439
ZFIN:ZDB-GENE-081105-107	NCBI_gene:169611
ZFIN:ZDB-GENE-050425-2	NCBI_gene:4653
ZFIN:ZDB-GENE-050119-4	NCBI_gene:342035
ZFIN:ZDB-GENE-050302-161	NCBI_gene:56944
ZFIN:ZDB-GENE-040426-2882	NCBI_gene:93145
ZFIN:ZDB-GENE-120215-134	NCBI_gene:64770
ZFIN:ZDB-GENE-030616-565	NCBI_gene:23177
ZFIN:ZDB-GENE-120207-2	NCBI_gene:9472
ZFIN:ZDB-GENE-030131-6577	NCBI_gene:5245
ZFIN:ZDB-GENE-040718-430	NCBI_gene:11331
ZFIN:ZDB-GENE-031113-4	NCBI_gene:4354
ZFIN:ZDB-GENE-020802-4	NCBI_gene:8573
ZFIN:ZDB-GENE-020712-1	NCBI_gene:64398
ZFIN:ZDB-GENE-050506-35	NCBI_gene:51678
ZFIN:ZDB-GENE-040704-70	NCBI_gene:4355
ZFIN:ZDB-GENE-120214-43	NCBI_gene:58538
ZFIN:ZDB-GENE-991209-8	NCBI_gene:143098
ZFIN:ZDB-GENE-070130-1	NCBI_gene:190
ZFIN:ZDB-GENE-080403-1	NCBI_gene:8431
ZFIN:ZDB-GENE-041014-95	NCBI_gene:439921
ZFIN:ZDB-GENE-120406-12	NCBI_gene:202500
ZFIN:ZDB-GENE-040426-957	NCBI_gene:28985
ZFIN:ZDB-GENE-070424-39	NCBI_gene:55815
ZFIN:ZDB-GENE-021231-2	NCBI_gene:90121
ZFIN:ZDB-GENE-050417-82	NCBI_gene:79810
ZFIN:ZDB-GENE-041210-221	NCBI_gene:2960
ZFIN:ZDB-GENE-041114-24	NCBI_gene:22934
ZFIN:ZDB-GENE-100922-238	NCBI_gene:102723987
ZFIN:ZDB-GENE-051023-6	NCBI_gene:11309
ZFIN:ZDB-GENE-060606-3	NCBI_gene:6578
ZFIN:ZDB-GENE-030131-5044	NCBI_gene:53919
ZFIN:ZDB-GENE-030131-8662	NCBI_gene:28232
ZFIN:ZDB-GENE-090316-1	NCBI_gene:81796
ZFIN:ZDB-GENE-060606-4	NCBI_gene:28231
ZFIN:ZDB-GENE-030616-531	NCBI_gene:113179
ZFIN:ZDB-GENE-041014-360	NCBI_gene:134637
ZFIN:ZDB-GENE-020916-1	NCBI_gene:2987
ZFIN:ZDB-GENE-091020-7	NCBI_gene:23148
ZFIN:ZDB-GENE-020423-4	NCBI_gene:101928149
ZFIN:ZDB-GENE-060503-22	NCBI_gene:55700
ZFIN:ZDB-GENE-090313-100	NCBI_gene:9053
ZFIN:ZDB-GENE-091118-82	NCBI_gene:256714
ZFIN:ZDB-GENE-030131-3191	NCBI_gene:146956
ZFIN:ZDB-GENE-030127-1	NCBI_gene:579
ZFIN:ZDB-GENE-980526-321	NCBI_gene:1482
ZFIN:ZDB-GENE-990415-178	NCBI_gene:159296
ZFIN:ZDB-GENE-010404-1	NCBI_gene:7080
ZFIN:ZDB-GENE-030131-6336	NCBI_gene:644524
ZFIN:ZDB-GENE-980526-403	NCBI_gene:4821
ZFIN:ZDB-GENE-070810-7	NCBI_gene:157848
ZFIN:ZDB-GENE-070626-1	NCBI_gene:84504
ZFIN:ZDB-GENE-040718-178	NCBI_gene:4825
ZFIN:ZDB-GENE-040615-2	NCBI_gene:54729
ZFIN:ZDB-GENE-040615-1	NCBI_gene:390010
ZFIN:ZDB-GENE-050208-93	NCBI_gene:1741
ZFIN:ZDB-GENE-050222-3	NCBI_gene:1739
ZFIN:ZDB-GENE-050221-3	NCBI_gene:1740
ZFIN:ZDB-GENE-030131-9751	NCBI_gene:88745
ZFIN:ZDB-GENE-110307-2	NCBI_gene:54867
ZFIN:ZDB-GENE-011205-15	NCBI_gene:4513
ZFIN:ZDB-GENE-050320-8	NCBI_gene:54981
ZFIN:ZDB-GENE-031113-14	NCBI_gene:27231
ZFIN:ZDB-GENE-060810-43	NCBI_gene:51562
ZFIN:ZDB-GENE-110411-53	NCBI_gene:4338
ZFIN:ZDB-GENE-030131-8708	NCBI_gene:6210
ZFIN:ZDB-GENE-030616-409	NCBI_gene:56942
ZFIN:ZDB-GENE-041114-137	NCBI_gene:148362
ZFIN:ZDB-GENE-050417-22	NCBI_gene:8941
ZFIN:ZDB-GENE-040718-220	NCBI_gene:8851
ZFIN:ZDB-GENE-040801-26	NCBI_gene:6391
ZFIN:ZDB-GENE-030131-6719	NCBI_gene:1376
ZFIN:ZDB-GENE-050522-35	NCBI_gene:54677
ZFIN:ZDB-GENE-080102-2	NCBI_gene:1103
ZFIN:ZDB-GENE-061103-289	NCBI_gene:1384
ZFIN:ZDB-GENE-041010-9	NCBI_gene:1375
ZFIN:ZDB-GENE-030131-3250	NCBI_gene:1374
ZFIN:ZDB-GENE-030616-610	NCBI_gene:25782
ZFIN:ZDB-GENE-041008-110	NCBI_gene:9546
ZFIN:ZDB-GENE-060526-175	NCBI_gene:320
ZFIN:ZDB-GENE-030131-5371	NCBI_gene:321
ZFIN:ZDB-GENE-030131-3727	NCBI_gene:6386
ZFIN:ZDB-GENE-030131-5895	NCBI_gene:79142
ZFIN:ZDB-GENE-040718-382	NCBI_gene:51528
ZFIN:ZDB-GENE-060301-1	NCBI_gene:124093
ZFIN:ZDB-GENE-030827-3	NCBI_gene:4217
ZFIN:ZDB-GENE-091204-246	NCBI_gene:389840
ZFIN:ZDB-GENE-050913-89	NCBI_gene:79618
ZFIN:ZDB-GENE-050208-577	NCBI_gene:221806
ZFIN:ZDB-GENE-091204-140	NCBI_gene:89766
ZFIN:ZDB-GENE-110411-81	NCBI_gene:131368
ZFIN:ZDB-GENE-041212-16	NCBI_gene:6975
ZFIN:ZDB-GENE-070209-223	NCBI_gene:2813
ZFIN:ZDB-GENE-060602-3	NCBI_gene:90850
ZFIN:ZDB-GENE-040426-2615	NCBI_gene:8836
ZFIN:ZDB-GENE-060629-1	NCBI_gene:1975
ZFIN:ZDB-GENE-010328-19	NCBI_gene:7458
ZFIN:ZDB-GENE-040625-84	NCBI_gene:84938
ZFIN:ZDB-GENE-050522-430	NCBI_gene:115201
ZFIN:ZDB-GENE-040917-3	NCBI_gene:23192
ZFIN:ZDB-GENE-060825-216	NCBI_gene:120534
ZFIN:ZDB-GENE-061201-33	NCBI_gene:152815
ZFIN:ZDB-GENE-040914-84	NCBI_gene:80764
ZFIN:ZDB-GENE-050327-4	NCBI_gene:168451
ZFIN:ZDB-GENE-040808-39	NCBI_gene:23107
ZFIN:ZDB-GENE-040625-176	NCBI_gene:51095
ZFIN:ZDB-GENE-030131-2735	NCBI_gene:7321
ZFIN:ZDB-GENE-070424-86	NCBI_gene:51619
ZFIN:ZDB-GENE-081104-404	NCBI_gene:134111
ZFIN:ZDB-GENE-040426-1919	NCBI_gene:92912
ZFIN:ZDB-GENE-030131-2977	NCBI_gene:7332
ZFIN:ZDB-GENE-030131-662	NCBI_gene:7332
ZFIN:ZDB-GENE-030131-408	NCBI_gene:10477
ZFIN:ZDB-GENE-080812-2	NCBI_gene:78997
ZFIN:ZDB-GENE-050522-424	NCBI_gene:54332
ZFIN:ZDB-GENE-040718-184	NCBI_gene:2954
ZFIN:ZDB-GENE-030131-4949	NCBI_gene:9521
ZFIN:ZDB-GENE-020423-3	NCBI_gene:100500804
ZFIN:ZDB-GENE-010507-2	NCBI_gene:9022
ZFIN:ZDB-GENE-040718-299	NCBI_gene:1193
ZFIN:ZDB-GENE-030326-3	NCBI_gene:25932
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-030131-3202	NCBI_gene:1192
ZFIN:ZDB-GENE-041114-84	NCBI_gene:53405
ZFIN:ZDB-GENE-040718-365	NCBI_gene:9446
ZFIN:ZDB-GENE-090828-1	NCBI_gene:10368
ZFIN:ZDB-GENE-040426-1401	NCBI_gene:10369
ZFIN:ZDB-GENE-100921-72	NCBI_gene:59283
ZFIN:ZDB-GENE-060503-814	NCBI_gene:59284
ZFIN:ZDB-GENE-120104-4	NCBI_gene:27091
ZFIN:ZDB-GENE-030131-4823	NCBI_gene:9443
ZFIN:ZDB-GENE-030131-8525	NCBI_gene:219743
ZFIN:ZDB-GENE-060626-1	NCBI_gene:11073
ZFIN:ZDB-GENE-030131-1647	NCBI_gene:142689
ZFIN:ZDB-GENE-050208-655	NCBI_gene:147463
ZFIN:ZDB-GENE-041105-1	NCBI_gene:10196
ZFIN:ZDB-GENE-030131-7791	NCBI_gene:102723386
ZFIN:ZDB-GENE-030131-693	NCBI_gene:102724071
ZFIN:ZDB-GENE-040724-77	NCBI_gene:10498
ZFIN:ZDB-GENE-041104-1	NCBI_gene:3275
ZFIN:ZDB-GENE-040914-7	NCBI_gene:55170
ZFIN:ZDB-GENE-080728-4	NCBI_gene:90826
ZFIN:ZDB-GENE-040426-1560	NCBI_gene:54496
ZFIN:ZDB-GENE-030131-5032	NCBI_gene:23644
ZFIN:ZDB-GENE-030131-9870	NCBI_gene:327
ZFIN:ZDB-GENE-061013-777	NCBI_gene:91039
ZFIN:ZDB-GENE-090918-4	NCBI_gene:1804
ZFIN:ZDB-GENE-081104-277	NCBI_gene:1803
ZFIN:ZDB-GENE-040927-19	NCBI_gene:6191
ZFIN:ZDB-GENE-061027-183	NCBI_gene:219927
ZFIN:ZDB-GENE-061103-523	NCBI_gene:9894
ZFIN:ZDB-GENE-020515-2	NCBI_gene:4069
ZFIN:ZDB-GENE-041210-153	NCBI_gene:55259
ZFIN:ZDB-GENE-060307-1	NCBI_gene:79868
ZFIN:ZDB-GENE-030131-2838	NCBI_gene:6832
ZFIN:ZDB-GENE-990415-46	NCBI_gene:9688
ZFIN:ZDB-GENE-050913-109	NCBI_gene:89927
ZFIN:ZDB-GENE-050419-126	NCBI_gene:64927
ZFIN:ZDB-GENE-040718-86	NCBI_gene:23484
ZFIN:ZDB-GENE-030131-2958	NCBI_gene:1477
ZFIN:ZDB-GENE-040924-7	NCBI_gene:54853
ZFIN:ZDB-GENE-081022-70	NCBI_gene:79091
ZFIN:ZDB-GENE-050417-263	NCBI_gene:80219
ZFIN:ZDB-GENE-090312-30	NCBI_gene:93058
ZFIN:ZDB-GENE-030131-2829	NCBI_gene:6667
ZFIN:ZDB-GENE-080410-1	NCBI_gene:6668
ZFIN:ZDB-GENE-070410-111	NCBI_gene:6670
ZFIN:ZDB-GENE-031202-3	NCBI_gene:6671
ZFIN:ZDB-GENE-040718-471	NCBI_gene:55821
ZFIN:ZDB-GENE-010426-2	NCBI_gene:1407
ZFIN:ZDB-GENE-040426-2466	NCBI_gene:84916
ZFIN:ZDB-GENE-041212-56	NCBI_gene:221895
ZFIN:ZDB-GENE-050913-145	NCBI_gene:161823
ZFIN:ZDB-GENE-030902-4	NCBI_gene:51816
ZFIN:ZDB-GENE-040718-393	NCBI_gene:100
ZFIN:ZDB-GENE-060929-1206	NCBI_gene:339230
ZFIN:ZDB-GENE-070705-146	NCBI_gene:29
ZFIN:ZDB-GENE-060503-932	NCBI_gene:613
ZFIN:ZDB-GENE-051120-147	NCBI_gene:2817
ZFIN:ZDB-GENE-050302-31	NCBI_gene:221914
ZFIN:ZDB-GENE-031212-1	NCBI_gene:2719
ZFIN:ZDB-GENE-050417-31	NCBI_gene:79058
ZFIN:ZDB-GENE-030131-5680	NCBI_gene:100616371
ZFIN:ZDB-GENE-040426-2648	NCBI_gene:8260
ZFIN:ZDB-GENE-050327-47	NCBI_gene:51126
ZFIN:ZDB-GENE-081022-73	NCBI_gene:122830
ZFIN:ZDB-GENE-040801-142	NCBI_gene:80218
ZFIN:ZDB-GENE-060929-432	NCBI_gene:79668
ZFIN:ZDB-GENE-080219-1	NCBI_gene:56965
ZFIN:ZDB-GENE-040426-2289	NCBI_gene:54956
ZFIN:ZDB-GENE-021031-3	NCBI_gene:102724159
ZFIN:ZDB-GENE-040426-974	NCBI_gene:51633
ZFIN:ZDB-GENE-030616-61	NCBI_gene:55593
ZFIN:ZDB-GENE-040426-2509	NCBI_gene:23252
ZFIN:ZDB-GENE-060531-163	NCBI_gene:196385
ZFIN:ZDB-GENE-091112-7	NCBI_gene:102723710
ZFIN:ZDB-GENE-030616-623	NCBI_gene:1768
ZFIN:ZDB-GENE-030131-7561	NCBI_gene:1770
ZFIN:ZDB-GENE-100922-8	NCBI_gene:8701
ZFIN:ZDB-GENE-100922-177	NCBI_gene:8701
ZFIN:ZDB-GENE-050506-1	NCBI_gene:8632
ZFIN:ZDB-GENE-110411-177	NCBI_gene:1767
ZFIN:ZDB-GENE-091204-287	NCBI_gene:1769
ZFIN:ZDB-GENE-081015-3	NCBI_gene:25981
ZFIN:ZDB-GENE-070912-282	NCBI_gene:56171
ZFIN:ZDB-GENE-021030-4	NCBI_gene:790
ZFIN:ZDB-GENE-081105-17	NCBI_gene:102723962
ZFIN:ZDB-GENE-070912-422	NCBI_gene:5009
ZFIN:ZDB-GENE-030131-6283	NCBI_gene:79004
ZFIN:ZDB-GENE-050522-143	NCBI_gene:1413
ZFIN:ZDB-GENE-040718-107	NCBI_gene:1411
ZFIN:ZDB-GENE-040801-16	NCBI_gene:155051
ZFIN:ZDB-GENE-060130-1	NCBI_gene:1415
ZFIN:ZDB-GENE-050522-392	NCBI_gene:1421
ZFIN:ZDB-GENE-030131-7179	NCBI_gene:202
ZFIN:ZDB-GENE-010813-1	NCBI_gene:1414
ZFIN:ZDB-GENE-050223-4	NCBI_gene:1427
ZFIN:ZDB-GENE-040718-324	NCBI_gene:1412
ZFIN:ZDB-GENE-060130-2	NCBI_gene:1417
ZFIN:ZDB-GENE-050223-3	NCBI_gene:1419
ZFIN:ZDB-GENE-030131-7762	NCBI_gene:84316
ZFIN:ZDB-GENE-030131-5188	NCBI_gene:9700
ZFIN:ZDB-GENE-061215-54	NCBI_gene:79676
ZFIN:ZDB-GENE-030131-6146	NCBI_gene:100526740
ZFIN:ZDB-GENE-990630-14	NCBI_gene:9575
ZFIN:ZDB-GENE-060126-7	NCBI_gene:405
ZFIN:ZDB-GENE-001207-3	NCBI_gene:9915
ZFIN:ZDB-GENE-030408-1	NCBI_gene:406
ZFIN:ZDB-GENE-000509-1	NCBI_gene:406
ZFIN:ZDB-GENE-040426-1818	NCBI_gene:283899
ZFIN:ZDB-GENE-040426-1850	NCBI_gene:56259
ZFIN:ZDB-GENE-030131-993	NCBI_gene:80775
ZFIN:ZDB-GENE-030826-19	NCBI_gene:55662
ZFIN:ZDB-GENE-060929-894	NCBI_gene:129450
ZFIN:ZDB-GENE-040808-38	NCBI_gene:79663
ZFIN:ZDB-GENE-040718-411	NCBI_gene:79831
ZFIN:ZDB-GENE-050417-86	NCBI_gene:100137047
ZFIN:ZDB-GENE-051127-23	NCBI_gene:54928
ZFIN:ZDB-GENE-040718-46	NCBI_gene:10380
ZFIN:ZDB-GENE-050522-349	NCBI_gene:3613
ZFIN:ZDB-GENE-040718-245	NCBI_gene:3612
ZFIN:ZDB-GENE-060818-36	NCBI_gene:11117
ZFIN:ZDB-GENE-080424-3	NCBI_gene:79812
ZFIN:ZDB-GENE-060503-247	NCBI_gene:84034
ZFIN:ZDB-GENE-040426-689	NCBI_gene:8031
ZFIN:ZDB-GENE-061201-6	NCBI_gene:84458
ZFIN:ZDB-GENE-030131-6300	NCBI_gene:254251
ZFIN:ZDB-GENE-091214-5	NCBI_gene:23085
ZFIN:ZDB-GENE-030219-109	NCBI_gene:102465906
ZFIN:ZDB-GENE-040801-30	NCBI_gene:10293
ZFIN:ZDB-GENE-030131-7779	NCBI_gene:6506
ZFIN:ZDB-GENE-030616-566	NCBI_gene:6509
ZFIN:ZDB-GENE-040718-414	NCBI_gene:6505
ZFIN:ZDB-GENE-071004-45	NCBI_gene:6511
ZFIN:ZDB-GENE-061009-24	NCBI_gene:6512
ZFIN:ZDB-GENE-070501-4	NCBI_gene:6510
ZFIN:ZDB-GENE-030131-2159	NCBI_gene:6507
ZFIN:ZDB-GENE-041121-5	NCBI_gene:84656
ZFIN:ZDB-GENE-040426-1582	NCBI_gene:11112
ZFIN:ZDB-GENE-030616-417	NCBI_gene:868
ZFIN:ZDB-GENE-041114-207	NCBI_gene:867
ZFIN:ZDB-GENE-030131-1091	NCBI_gene:2184
ZFIN:ZDB-GENE-050522-448	NCBI_gene:81889
ZFIN:ZDB-GENE-040426-2499	NCBI_gene:151313
ZFIN:ZDB-GENE-060616-136	NCBI_gene:100505585
ZFIN:ZDB-GENE-070604-1	NCBI_gene:9826
ZFIN:ZDB-GENE-030131-2517	NCBI_gene:55200
ZFIN:ZDB-GENE-060531-28	NCBI_gene:64283
ZFIN:ZDB-GENE-030722-5	NCBI_gene:9181
ZFIN:ZDB-GENE-070705-462	NCBI_gene:23370
ZFIN:ZDB-GENE-041121-18	NCBI_gene:10276
ZFIN:ZDB-GENE-050208-773	NCBI_gene:50650
ZFIN:ZDB-GENE-061130-2	NCBI_gene:7305
ZFIN:ZDB-GENE-041114-87	NCBI_gene:143941
ZFIN:ZDB-GENE-040426-1321	NCBI_gene:5732
ZFIN:ZDB-GENE-120215-261	NCBI_gene:5731
ZFIN:ZDB-GENE-120919-6	NCBI_gene:5737
ZFIN:ZDB-GENE-060222-1	NCBI_gene:5734
ZFIN:ZDB-GENE-030131-9092	NCBI_gene:102725415
ZFIN:ZDB-GENE-070702-3	NCBI_gene:29942
ZFIN:ZDB-GENE-060531-100	NCBI_gene:5814
ZFIN:ZDB-GENE-040624-8	NCBI_gene:5813
ZFIN:ZDB-GENE-070705-332	NCBI_gene:256815
ZFIN:ZDB-GENE-030131-6588	NCBI_gene:11153
ZFIN:ZDB-GENE-040724-122	NCBI_gene:122481
ZFIN:ZDB-GENE-040426-2505	NCBI_gene:100507855
