Mouse gene 	Human gene
MGI:108449	NCBI_gene:117
MGI:107166	NCBI_gene:7434
MGI:2136733	NCBI_gene:9340
MGI:99571	NCBI_gene:2740
MGI:1352753	NCBI_gene:2696
MGI:99572	NCBI_gene:2642
MGI:97801	NCBI_gene:5745
MGI:2180917	NCBI_gene:5746
MGI:1917943	NCBI_gene:166647
MGI:1277167	NCBI_gene:84435
MGI:1925810	NCBI_gene:25960
MGI:1340051	NCBI_gene:9289
MGI:1916151	NCBI_gene:57211
MGI:2441732	NCBI_gene:84873
MGI:2441837	NCBI_gene:577
MGI:1933736	NCBI_gene:575
MGI:2451244	NCBI_gene:576
MGI:2685213	NCBI_gene:139378
MGI:2446854	NCBI_gene:10149
MGI:1347095	NCBI_gene:976
MGI:106912	NCBI_gene:2015
MGI:2441950	NCBI_gene:23284
MGI:2139714	NCBI_gene:101927458
MGI:2655562	NCBI_gene:64123
MGI:3526447	NCBI_gene:6248
MGI:1916889	NCBI_gene:11340
MGI:1913696	NCBI_gene:23016
MGI:1355319	NCBI_gene:5393
MGI:1913606	NCBI_gene:400506
MGI:1289257	NCBI_gene:23171
MGI:95679	NCBI_gene:2819
MGI:1913872	NCBI_gene:55148
MGI:88235	NCBI_gene:730
MGI:98278	NCBI_gene:6401
MGI:98280	NCBI_gene:6403
MGI:98279	NCBI_gene:6402
MGI:2444661	NCBI_gene:9766
MGI:1098282	NCBI_gene:735
MGI:2668347	NCBI_gene:731
MGI:97551	NCBI_gene:5551
MGI:1928849	NCBI_gene:79987
MGI:88233	NCBI_gene:729
MGI:88236	NCBI_gene:732
MGI:88379	NCBI_gene:2165
MGI:104850	NCBI_gene:1604
MGI:104849	NCBI_gene:1604
MGI:1203290	NCBI_gene:4179
MGI:88229	NCBI_gene:722
MGI:1913579	NCBI_gene:203328
MGI:1858306	NCBI_gene:8406
MGI:3051647	NCBI_gene:60676
MGI:97479	NCBI_gene:5069
MGI:2138351	NCBI_gene:55061
MGI:104745	NCBI_gene:124925
MGI:1935121	NCBI_gene:23544
MGI:88058	NCBI_gene:350
MGI:2137383	NCBI_gene:64478
MGI:105975	NCBI_gene:629
MGI:5142012	NCBI_gene:629
MGI:105975	NCBI_gene:629
MGI:5142012	NCBI_gene:629
MGI:105975	NCBI_gene:629
MGI:5142012	NCBI_gene:629
MGI:105975	NCBI_gene:629
MGI:5142012	NCBI_gene:629
MGI:105975	NCBI_gene:629
MGI:5142012	NCBI_gene:629
MGI:105975	NCBI_gene:629
MGI:5142012	NCBI_gene:629
MGI:2385295	NCBI_gene:26470
MGI:1916042	NCBI_gene:27286
MGI:2386403	NCBI_gene:114788
MGI:88489	NCBI_gene:1380
MGI:2138169	NCBI_gene:81494
MGI:88226	NCBI_gene:101928623
MGI:88226	NCBI_gene:101928623
MGI:88226	NCBI_gene:101928623
MGI:88226	NCBI_gene:101928623
MGI:88226	NCBI_gene:101928623
MGI:88226	NCBI_gene:101928623
MGI:88226	NCBI_gene:101928623
MGI:2386401	NCBI_gene:114784
MGI:1919519	NCBI_gene:978
MGI:1921347	NCBI_gene:10248
MGI:1915600	NCBI_gene:79594
MGI:1915226	NCBI_gene:80305
MGI:2443231	NCBI_gene:57728
MGI:1315208	NCBI_gene:10536
MGI:2146663	NCBI_gene:55214
MGI:1888921	NCBI_gene:102723473
MGI:1924025	NCBI_gene:84068
MGI:1858901	NCBI_gene:2530
MGI:96663	NCBI_gene:3742
MGI:96664	NCBI_gene:3743
MGI:96660	NCBI_gene:3738
MGI:96661	NCBI_gene:3739
MGI:96659	NCBI_gene:3737
MGI:3037820	NCBI_gene:3744
MGI:96662	NCBI_gene:3741
MGI:96654	NCBI_gene:3736
MGI:1336181	NCBI_gene:3786
MGI:1926803	NCBI_gene:9132
MGI:1309503	NCBI_gene:3785
MGI:1924937	NCBI_gene:56479
MGI:108083	NCBI_gene:3784
MGI:96669	NCBI_gene:3748
MGI:96667	NCBI_gene:3746
MGI:96670	NCBI_gene:3749
MGI:96668	NCBI_gene:3747
MGI:1928743	NCBI_gene:3752
MGI:102663	NCBI_gene:3751
MGI:96671	NCBI_gene:3750
MGI:2687399	NCBI_gene:3754
MGI:1098804	NCBI_gene:3790
MGI:2670981	NCBI_gene:169522
MGI:2663923	NCBI_gene:170850
MGI:1197019	NCBI_gene:3787
MGI:3616086	NCBI_gene:101927137
MGI:1913983	NCBI_gene:93107
MGI:3694646	NCBI_gene:26251
MGI:1914748	NCBI_gene:27012
MGI:1197011	NCBI_gene:3788
MGI:96666	NCBI_gene:3745
MGI:99632	NCBI_gene:9312
MGI:2441684	NCBI_gene:8715
MGI:1918765	NCBI_gene:140688
MGI:1913485	NCBI_gene:1964
MGI:1353557	NCBI_gene:29970
MGI:1351595	NCBI_gene:11172
MGI:97931	NCBI_gene:6019
MGI:1922843	NCBI_gene:115416
MGI:1313302	NCBI_gene:1063
MGI:1921968	NCBI_gene:64089
MGI:1289230	NCBI_gene:54899
MGI:1929655	NCBI_gene:9419
MGI:109299	NCBI_gene:5432
MGI:103288	NCBI_gene:9533
MGI:1914648	NCBI_gene:6734
MGI:3714359	NCBI_gene:6729
MGI:1346087	NCBI_gene:6729
MGI:2444776	NCBI_gene:402778
MGI:1913391	NCBI_gene:10410
MGI:1934923	NCBI_gene:387733
MGI:2668437	NCBI_gene:350383
MGI:2685341	NCBI_gene:124274
MGI:2442940	NCBI_gene:84102
MGI:1918949	NCBI_gene:54946
MGI:2444823	NCBI_gene:254428
MGI:104810	NCBI_gene:9373
MGI:1914754	NCBI_gene:146310
MGI:1914838	NCBI_gene:10193
MGI:1916792	NCBI_gene:29113
MGI:1916792	NCBI_gene:29113
MGI:1916792	NCBI_gene:29113
MGI:1916792	NCBI_gene:29113
MGI:1916792	NCBI_gene:29113
MGI:1916792	NCBI_gene:29113
MGI:1914039	NCBI_gene:199857
MGI:1926209	NCBI_gene:7913
MGI:1913932	NCBI_gene:126003
MGI:1914105	NCBI_gene:22980
MGI:1915592	NCBI_gene:4716
MGI:1917410	NCBI_gene:51028
MGI:1196368	NCBI_gene:23589
MGI:3642317	NCBI_gene:23589
MGI:2146027	NCBI_gene:27254
MGI:2686937	NCBI_gene:26267
MGI:2147134	NCBI_gene:80204
MGI:1289248	NCBI_gene:84817
MGI:1915017	NCBI_gene:84522
MGI:1917824	NCBI_gene:1368
MGI:1926006	NCBI_gene:119587
MGI:1197012	NCBI_gene:165
MGI:1934569	NCBI_gene:56265
MGI:88487	NCBI_gene:8532
MGI:2135874	NCBI_gene:1369
MGI:101932	NCBI_gene:1363
MGI:107265	NCBI_gene:1362
MGI:1915350	NCBI_gene:83699
MGI:1354740	NCBI_gene:6450
MGI:1930849	NCBI_gene:6451
MGI:1920973	NCBI_gene:83442
MGI:2443590	NCBI_gene:1663
MGI:2442836	NCBI_gene:83990
MGI:2139369	NCBI_gene:8771
MGI:2139369	NCBI_gene:51750
MGI:95413	NCBI_gene:2068
MGI:1916577	NCBI_gene:138162
MGI:1923959	NCBI_gene:10109
MGI:1929871	NCBI_gene:54386
MGI:3036290	NCBI_gene:64760
MGI:2147545	NCBI_gene:57700
MGI:2444746	NCBI_gene:729830
MGI:1921599	NCBI_gene:84067
MGI:1921356	NCBI_gene:55827
MGI:2444785	NCBI_gene:8816
MGI:2685541	NCBI_gene:23038
MGI:91860	NCBI_gene:50717
MGI:1913894	NCBI_gene:55236
MGI:1913913	NCBI_gene:79876
MGI:1921494	NCBI_gene:10533
MGI:1858313	NCBI_gene:10054
MGI:1341217	NCBI_gene:9039
MGI:2384561	NCBI_gene:8883
MGI:1929264	NCBI_gene:10055
MGI:1349462	NCBI_gene:100847079
MGI:98890	NCBI_gene:7317
MGI:1916622	NCBI_gene:27304
MGI:1915068	NCBI_gene:54968
MGI:107933	NCBI_gene:55329
MGI:2387863	NCBI_gene:51364
MGI:1914437	NCBI_gene:116225
MGI:1922093	NCBI_gene:118490
MGI:1924265	NCBI_gene:744
MGI:106316	NCBI_gene:758
MGI:2444946	NCBI_gene:55002
MGI:1930009	NCBI_gene:55012
MGI:2140466	NCBI_gene:79078
MGI:2156764	NCBI_gene:134429
MGI:102760	NCBI_gene:6770
MGI:2156774	NCBI_gene:147323
MGI:2156765	NCBI_gene:80765
MGI:1929618	NCBI_gene:10948
MGI:1923455	NCBI_gene:83930
MGI:95762	NCBI_gene:2760
MGI:1914928	NCBI_gene:27258
MGI:2384788	NCBI_gene:163859
MGI:1922312	NCBI_gene:10946
MGI:97821	NCBI_gene:5816
MGI:97401	NCBI_gene:4951
MGI:101949	NCBI_gene:5893
MGI:1929022	NCBI_gene:64425
MGI:109609	NCBI_gene:2166
MGI:1923813	NCBI_gene:55278
MGI:3588214	NCBI_gene:285180
MGI:107277	NCBI_gene:79443
MGI:1101768	NCBI_gene:100616282
MGI:1097686	NCBI_gene:3021
MGI:2448329	NCBI_gene:653604
MGI:2448351	NCBI_gene:653604
MGI:88375	NCBI_gene:1058
MGI:2448349	NCBI_gene:8968
MGI:2145541	NCBI_gene:8968
MGI:2448320	NCBI_gene:653604
MGI:108399	NCBI_gene:6942
MGI:103291	NCBI_gene:10743
MGI:2679252	NCBI_gene:64779
MGI:1333868	NCBI_gene:7138
MGI:109550	NCBI_gene:7140
MGI:104597	NCBI_gene:7139
MGI:1924375	NCBI_gene:90865
MGI:1929095	NCBI_gene:8615
MGI:1333783	NCBI_gene:9973
MGI:103181	NCBI_gene:6649
MGI:98351	NCBI_gene:6647
MGI:1196365	NCBI_gene:116150
MGI:1914065	NCBI_gene:55013
MGI:3026965	NCBI_gene:90550
MGI:1347043	NCBI_gene:5000
MGI:2182066	NCBI_gene:54468
MGI:1934682	NCBI_gene:51016
MGI:1343095	NCBI_gene:10328
MGI:2442035	NCBI_gene:516
MGI:107653	NCBI_gene:518
MGI:1915192	NCBI_gene:517
MGI:97142	NCBI_gene:4360
MGI:106662	NCBI_gene:4065
MGI:102468	NCBI_gene:22925
MGI:1913455	NCBI_gene:9936
MGI:107818	NCBI_gene:9902
MGI:2444479	NCBI_gene:55623
MGI:1922139	NCBI_gene:51300
MGI:106639	NCBI_gene:4524
MGI:1891379	NCBI_gene:23743
MGI:1339972	NCBI_gene:635
MGI:98916	NCBI_gene:7389
MGI:894292	NCBI_gene:4548
MGI:1913841	NCBI_gene:9587
MGI:2384409	NCBI_gene:246778
MGI:1932872	NCBI_gene:1497
MGI:2685595	NCBI_gene:389383
MGI:88421	NCBI_gene:1208
MGI:2681861	NCBI_gene:148137
MGI:1202302	NCBI_gene:5378
MGI:104288	NCBI_gene:5395
MGI:1353455	NCBI_gene:27030
MGI:101938	NCBI_gene:4292
MGI:1924013	NCBI_gene:158747
MGI:1913419	NCBI_gene:54543
MGI:1920942	NCBI_gene:65250
MGI:1918039	NCBI_gene:8942
MGI:1201690	NCBI_gene:4135
MGI:3607784	NCBI_gene:79929
MGI:1922813	NCBI_gene:7802
MGI:1918957	NCBI_gene:29914
MGI:1277957	NCBI_gene:3783
MGI:1933993	NCBI_gene:3780
MGI:2153183	NCBI_gene:3782
MGI:2153182	NCBI_gene:3781
MGI:1343154	NCBI_gene:10671
MGI:107726	NCBI_gene:6830
MGI:1890508	NCBI_gene:10269
MGI:2146443	NCBI_gene:152002
MGI:2682940	NCBI_gene:727936
MGI:2684933	NCBI_gene:283464
MGI:1919680	NCBI_gene:11041
MGI:2443769	NCBI_gene:120071
MGI:1342270	NCBI_gene:9215
MGI:3027917	NCBI_gene:339221
MGI:2445171	NCBI_gene:133121
MGI:2682634	NCBI_gene:22875
MGI:1933830	NCBI_gene:59084
MGI:1321390	NCBI_gene:5168
MGI:2143702	NCBI_gene:5169
MGI:97370	NCBI_gene:5167
MGI:1914495	NCBI_gene:57162
MGI:1924963	NCBI_gene:246330
MGI:1891445	NCBI_gene:57161
MGI:1201670	NCBI_gene:5710
MGI:1353574	NCBI_gene:27309
MGI:1345190	NCBI_gene:131601
MGI:2443028	NCBI_gene:6873
MGI:1915985	NCBI_gene:51023
MGI:2177178	NCBI_gene:23405
MGI:1915906	NCBI_gene:116068
MGI:1922349	NCBI_gene:145748
MGI:1919409	NCBI_gene:388695
MGI:1917332	NCBI_gene:256586
MGI:2685043	NCBI_gene:647219
MGI:1928820	NCBI_gene:56676
MGI:1914591	NCBI_gene:121549
MGI:96920	NCBI_gene:430
MGI:96919	NCBI_gene:429
MGI:1196274	NCBI_gene:55143
MGI:2444957	NCBI_gene:10629
MGI:109129	NCBI_gene:6878
MGI:1913699	NCBI_gene:51025
MGI:1337104	NCBI_gene:2070
MGI:109339	NCBI_gene:2140
MGI:109341	NCBI_gene:2139
MGI:109344	NCBI_gene:2138
MGI:1355332	NCBI_gene:91663
MGI:1915765	NCBI_gene:255275
MGI:101848	NCBI_gene:10681
MGI:95785	NCBI_gene:2784
MGI:95784	NCBI_gene:2783
MGI:95781	NCBI_gene:2782
MGI:104581	NCBI_gene:59345
MGI:1289302	NCBI_gene:29080
MGI:101835	NCBI_gene:7186
MGI:101836	NCBI_gene:7185
MGI:107548	NCBI_gene:7188
MGI:108041	NCBI_gene:7187
MGI:1202880	NCBI_gene:9618
MGI:108072	NCBI_gene:7189
MGI:1918614	NCBI_gene:221037
MGI:98847	NCBI_gene:55818
MGI:96223	NCBI_gene:55806
MGI:1923356	NCBI_gene:51780
MGI:106334	NCBI_gene:401190
MGI:2384418	NCBI_gene:388531
MGI:104768	NCBI_gene:2520
MGI:1202717	NCBI_gene:5663
MGI:109284	NCBI_gene:5664
MGI:95768	NCBI_gene:10672
MGI:95767	NCBI_gene:2768
MGI:95769	NCBI_gene:9630
MGI:95766	NCBI_gene:2767
MGI:95770	NCBI_gene:2769
MGI:95776	NCBI_gene:2776
MGI:3588268	NCBI_gene:346562
MGI:95779	NCBI_gene:2780
MGI:95778	NCBI_gene:2779
MGI:95772	NCBI_gene:2771
MGI:95773	NCBI_gene:2773
MGI:95771	NCBI_gene:2770
MGI:95774	NCBI_gene:2774
MGI:95777	NCBI_gene:2778
MGI:95780	NCBI_gene:2781
MGI:95775	NCBI_gene:2775
MGI:2443498	NCBI_gene:165186
MGI:2684313	NCBI_gene:23116
MGI:1923957	NCBI_gene:23332
MGI:1923749	NCBI_gene:23122
MGI:2443248	NCBI_gene:23086
MGI:2141291	NCBI_gene:8896
MGI:1933527	NCBI_gene:51593
MGI:1921970	NCBI_gene:283953
MGI:3651706	NCBI_gene:283999
MGI:1923221	NCBI_gene:79783
MGI:1098273	NCBI_gene:23600
MGI:2443724	NCBI_gene:54957
MGI:1351613	NCBI_gene:10907
MGI:2685251	NCBI_gene:347051
MGI:95048	NCBI_gene:8273
MGI:97379	NCBI_gene:6554
MGI:3606480	NCBI_gene:201780
MGI:1923000	NCBI_gene:345274
MGI:1201406	NCBI_gene:6555
MGI:1345186	NCBI_gene:642
MGI:1914099	NCBI_gene:5504
MGI:1915433	NCBI_gene:10286
MGI:3040677	NCBI_gene:149986
MGI:1914320	NCBI_gene:26065
MGI:1922406	NCBI_gene:151056
MGI:1926179	NCBI_gene:171568
MGI:106292	NCBI_gene:221830
MGI:1914960	NCBI_gene:5436
MGI:107477	NCBI_gene:6491
MGI:1201608	NCBI_gene:8739
MGI:2444891	NCBI_gene:137735
MGI:1920362	NCBI_gene:58527
MGI:1917862	NCBI_gene:29058
MGI:1923997	NCBI_gene:92196
MGI:1918190	NCBI_gene:1611
MGI:1913103	NCBI_gene:24146
MGI:1913101	NCBI_gene:9071
MGI:1929209	NCBI_gene:51208
MGI:3646757	NCBI_gene:49861
MGI:106925	NCBI_gene:5010
MGI:2652030	NCBI_gene:26285
MGI:1859286	NCBI_gene:9073
MGI:1859285	NCBI_gene:1366
MGI:3033992	NCBI_gene:149461
MGI:1919158	NCBI_gene:137075
MGI:1276110	NCBI_gene:9075
MGI:1860425	NCBI_gene:23562
MGI:1922927	NCBI_gene:53842
MGI:1276112	NCBI_gene:7122
MGI:3779684	NCBI_gene:100288814
MGI:1276109	NCBI_gene:9076
MGI:2148742	NCBI_gene:10686
MGI:1859284	NCBI_gene:9074
MGI:1913100	NCBI_gene:9080
MGI:1329044	NCBI_gene:1365
MGI:1313314	NCBI_gene:1364
MGI:98542	NCBI_gene:6953
MGI:2684927	NCBI_gene:55835
MGI:1352493	NCBI_gene:9531
MGI:1917619	NCBI_gene:9529
MGI:1914634	NCBI_gene:9530
MGI:2685304	NCBI_gene:223075
MGI:1914846	NCBI_gene:9840
MGI:1917849	NCBI_gene:6744
MGI:1196287	NCBI_gene:1677
MGI:1925103	NCBI_gene:55167
MGI:1914831	NCBI_gene:55773
MGI:97306	NCBI_gene:102725369
MGI:2443881	NCBI_gene:9462
MGI:3039785	NCBI_gene:8831
MGI:3039785	NCBI_gene:8831
MGI:2444128	NCBI_gene:64926
MGI:1916851	NCBI_gene:153090
MGI:97860	NCBI_gene:5921
MGI:1858600	NCBI_gene:102724229
MGI:1330842	NCBI_gene:8437
MGI:2149960	NCBI_gene:5922
MGI:1197013	NCBI_gene:22821
MGI:2149946	NCBI_gene:57120
MGI:1351485	NCBI_gene:23612
MGI:1096880	NCBI_gene:22822
MGI:1202307	NCBI_gene:7262
MGI:1918103	NCBI_gene:102723871
MGI:109536	NCBI_gene:3700
MGI:96619	NCBI_gene:3698
MGI:1925751	NCBI_gene:80760
MGI:96618	NCBI_gene:3697
MGI:96620	NCBI_gene:3699
MGI:2685589	NCBI_gene:143
MGI:3041229	NCBI_gene:101930115
MGI:2681859	NCBI_gene:90113
MGI:1922968	NCBI_gene:127731
MGI:1915026	NCBI_gene:4013
MGI:1353431	NCBI_gene:27344
MGI:1918867	NCBI_gene:79591
MGI:1891698	NCBI_gene:11284
MGI:97757	NCBI_gene:5557
MGI:96921	NCBI_gene:4149
MGI:108427	NCBI_gene:3640
MGI:3647519	NCBI_gene:646625
MGI:98865	NCBI_gene:7276
MGI:2442675	NCBI_gene:64864
MGI:1858421	NCBI_gene:5993
MGI:1918387	NCBI_gene:5992
MGI:3588206	NCBI_gene:731220
MGI:2445208	NCBI_gene:222546
MGI:106583	NCBI_gene:5990
MGI:105982	NCBI_gene:5989
MGI:106582	NCBI_gene:5991
MGI:1925152	NCBI_gene:58497
MGI:1919551	NCBI_gene:85352
MGI:3041225	NCBI_gene:152573
MGI:2444716	NCBI_gene:387914
MGI:1925053	NCBI_gene:100132916
MGI:3651644	NCBI_gene:348378
MGI:1924802	NCBI_gene:149345
MGI:2444773	NCBI_gene:57506
MGI:1914861	NCBI_gene:6618
MGI:1917821	NCBI_gene:256536
MGI:1332637	NCBI_gene:394
MGI:1926421	NCBI_gene:10915
MGI:1919911	NCBI_gene:387923
MGI:92638	NCBI_gene:101928061
MGI:1196297	NCBI_gene:138050
MGI:3045357	NCBI_gene:51249
MGI:1914053	NCBI_gene:56941
MGI:96617	NCBI_gene:961
MGI:107811	NCBI_gene:4884
MGI:104641	NCBI_gene:5806
MGI:1915759	NCBI_gene:390667
MGI:1920590	NCBI_gene:23467
MGI:1858209	NCBI_gene:4885
MGI:88512	NCBI_gene:1401
MGI:98229	NCBI_gene:325
MGI:2385076	NCBI_gene:115106
MGI:2146423	NCBI_gene:131076
MGI:2686021	NCBI_gene:162282
MGI:1914051	NCBI_gene:102725431
MGI:1914933	NCBI_gene:51260
MGI:2685948	NCBI_gene:56269
MGI:107567	NCBI_gene:345611
MGI:1923848	NCBI_gene:2962
MGI:105100	NCBI_gene:1500
MGI:1891830	NCBI_gene:11187
MGI:109281	NCBI_gene:8502
MGI:109620	NCBI_gene:421
MGI:1914701	NCBI_gene:5318
MGI:1328359	NCBI_gene:5317
MGI:1195966	NCBI_gene:1501
MGI:2446193	NCBI_gene:85456
MGI:1920194	NCBI_gene:85379
MGI:1859646	NCBI_gene:2803
MGI:1917902	NCBI_gene:55314
MGI:1917704	NCBI_gene:91687
MGI:1914072	NCBI_gene:26260
MGI:1914981	NCBI_gene:114907
MGI:1920312	NCBI_gene:102723646
MGI:3039607	NCBI_gene:128869
MGI:2446108	NCBI_gene:54511
MGI:96158	NCBI_gene:3155
MGI:1926193	NCBI_gene:26228
MGI:2147039	NCBI_gene:55620
MGI:1924223	NCBI_gene:23014
MGI:1915925	NCBI_gene:83989
MGI:1914957	NCBI_gene:79590
MGI:1915523	NCBI_gene:55624
MGI:96973	NCBI_gene:4245
MGI:1932575	NCBI_gene:80320
MGI:1927715	NCBI_gene:389058
MGI:1346318	NCBI_gene:1316
MGI:1935151	NCBI_gene:8609
MGI:1342287	NCBI_gene:9314
MGI:1342772	NCBI_gene:10365
MGI:1342771	NCBI_gene:10661
MGI:3574660	NCBI_gene:100131390
MGI:2153568	NCBI_gene:121340
MGI:2442430	NCBI_gene:11279
MGI:1333796	NCBI_gene:11278
MGI:2443471	NCBI_gene:221833
MGI:2653368	NCBI_gene:8462
MGI:1929988	NCBI_gene:28999
MGI:1354948	NCBI_gene:51621
MGI:1342773	NCBI_gene:102724932
MGI:1338056	NCBI_gene:688
MGI:1101353	NCBI_gene:7071
MGI:2153049	NCBI_gene:83855
MGI:2181068	NCBI_gene:128209
MGI:1333856	NCBI_gene:687
MGI:88395	NCBI_gene:1114
MGI:88394	NCBI_gene:1113
MGI:1914788	NCBI_gene:140831
MGI:1919221	NCBI_gene:90204
MGI:95638	NCBI_gene:2592
MGI:1924809	NCBI_gene:178
MGI:1914615	NCBI_gene:8226
MGI:1923467	NCBI_gene:9832
MGI:1921254	NCBI_gene:282973
MGI:1923321	NCBI_gene:152789
MGI:1339984	NCBI_gene:5062
MGI:2144047	NCBI_gene:55437
MGI:1919399	NCBI_gene:92335
MGI:2679420	NCBI_gene:56924
MGI:1917834	NCBI_gene:10298
MGI:1920334	NCBI_gene:57144
MGI:1339656	NCBI_gene:5063
MGI:1339975	NCBI_gene:5058
MGI:1346872	NCBI_gene:4214
MGI:1203481	NCBI_gene:80122
MGI:1855691	NCBI_gene:9064
MGI:1344404	NCBI_gene:6787
MGI:1858416	NCBI_gene:27347
MGI:1917378	NCBI_gene:9943
MGI:2685925	NCBI_gene:646643
MGI:1858204	NCBI_gene:9020
MGI:1346868	NCBI_gene:100996792
MGI:1346870	NCBI_gene:5608
MGI:1915919	NCBI_gene:9344
MGI:3041177	NCBI_gene:51347
MGI:1914490	NCBI_gene:57551
MGI:1929004	NCBI_gene:6789
MGI:1928487	NCBI_gene:6788
MGI:1351326	NCBI_gene:203447
MGI:1355329	NCBI_gene:50488
MGI:1916264	NCBI_gene:23043
MGI:1349394	NCBI_gene:9448
MGI:1925503	NCBI_gene:11183
MGI:1346882	NCBI_gene:11184
MGI:1346883	NCBI_gene:5871
MGI:2154405	NCBI_gene:8491
MGI:103241	NCBI_gene:9748
MGI:1099439	NCBI_gene:6793
MGI:1917665	NCBI_gene:51765
MGI:2385007	NCBI_gene:8428
MGI:1346878	NCBI_gene:1326
MGI:1891699	NCBI_gene:10494
MGI:1859920	NCBI_gene:9166
MGI:1914302	NCBI_gene:10403
MGI:1918857	NCBI_gene:124460
MGI:1917729	NCBI_gene:90203
MGI:1913623	NCBI_gene:23658
MGI:1920297	NCBI_gene:94032
MGI:1913509	NCBI_gene:55450
MGI:88380	NCBI_gene:2147
MGI:2445082	NCBI_gene:25891
MGI:2442653	NCBI_gene:84060
MGI:1914762	NCBI_gene:10555
MGI:1932075	NCBI_gene:10554
MGI:1932075	NCBI_gene:10554
MGI:1932075	NCBI_gene:10554
MGI:1932075	NCBI_gene:10554
MGI:1932075	NCBI_gene:10554
MGI:1932075	NCBI_gene:10554
MGI:1932075	NCBI_gene:10554
MGI:1891393	NCBI_gene:10261
MGI:1914357	NCBI_gene:23253
MGI:1350925	NCBI_gene:10483
MGI:1349635	NCBI_gene:10484
MGI:1353497	NCBI_gene:1468
MGI:1914962	NCBI_gene:51312
MGI:2180509	NCBI_gene:81894
MGI:1920583	NCBI_gene:83447
MGI:1353495	NCBI_gene:291
MGI:1353496	NCBI_gene:292
MGI:2147731	NCBI_gene:283130
MGI:2144766	NCBI_gene:283600
MGI:2145373	NCBI_gene:153328
MGI:2445059	NCBI_gene:89874
MGI:1928738	NCBI_gene:788
MGI:1342248	NCBI_gene:10478
MGI:1330823	NCBI_gene:9016
MGI:1914804	NCBI_gene:253512
MGI:1921261	NCBI_gene:9481
MGI:2444391	NCBI_gene:9673
MGI:1917160	NCBI_gene:29957
MGI:2144215	NCBI_gene:284427
MGI:1914222	NCBI_gene:79085
MGI:1915913	NCBI_gene:114789
MGI:1917156	NCBI_gene:81034
MGI:1914832	NCBI_gene:115286
MGI:1099787	NCBI_gene:7352
MGI:109354	NCBI_gene:7351
MGI:98894	NCBI_gene:7350
MGI:1915113	NCBI_gene:8402
MGI:1353498	NCBI_gene:5250
MGI:2137907	NCBI_gene:83884
MGI:1342274	NCBI_gene:10166
MGI:2442486	NCBI_gene:55972
MGI:1196386	NCBI_gene:51629
MGI:2444911	NCBI_gene:123096
MGI:2384782	NCBI_gene:54977
MGI:2686215	NCBI_gene:284723
MGI:1919248	NCBI_gene:399512
MGI:1345283	NCBI_gene:6576
MGI:2684984	NCBI_gene:92014
MGI:1920382	NCBI_gene:102724825
MGI:1920345	NCBI_gene:284439
MGI:1914533	NCBI_gene:60386
MGI:2684854	NCBI_gene:203427
MGI:1919053	NCBI_gene:83733
MGI:1915517	NCBI_gene:79751
MGI:1354721	NCBI_gene:10165
MGI:1926080	NCBI_gene:8604
MGI:1917806	NCBI_gene:84275
MGI:1924909	NCBI_gene:55186
MGI:1923155	NCBI_gene:79742
MGI:1916111	NCBI_gene:205428
MGI:3843061	NCBI_gene:286527
MGI:3026988	NCBI_gene:286527
MGI:3843059	NCBI_gene:286527
MGI:3843061	NCBI_gene:286527
MGI:3026988	NCBI_gene:286527
MGI:3843059	NCBI_gene:286527
MGI:99510	NCBI_gene:7114
MGI:109146	NCBI_gene:9168
MGI:108057	NCBI_gene:6128
MGI:1328355	NCBI_gene:7466
MGI:1926081	NCBI_gene:56926
MGI:1924306	NCBI_gene:255104
MGI:103180	NCBI_gene:6941
MGI:1929485	NCBI_gene:60491
MGI:107505	NCBI_gene:241
MGI:107498	NCBI_gene:4056
MGI:2448481	NCBI_gene:4258
MGI:1913697	NCBI_gene:4259
MGI:2147298	NCBI_gene:153241
MGI:2444177	NCBI_gene:57685
MGI:1929813	NCBI_gene:9254
MGI:88295	NCBI_gene:781
MGI:2442632	NCBI_gene:93589
MGI:1338890	NCBI_gene:55799
MGI:1924696	NCBI_gene:57493
MGI:3646547	NCBI_gene:84443
MGI:2446274	NCBI_gene:22844
MGI:3042378	NCBI_gene:9758
MGI:1097711	NCBI_gene:8560
MGI:1917309	NCBI_gene:123099
MGI:1201789	NCBI_gene:102724825
MGI:1924197	NCBI_gene:100506538
MGI:2384305	NCBI_gene:93380
MGI:1922257	NCBI_gene:55793
MGI:2443086	NCBI_gene:54629
MGI:1926945	NCBI_gene:59341
MGI:2181407	NCBI_gene:102725085
MGI:1341836	NCBI_gene:51393
MGI:1341787	NCBI_gene:7442
MGI:2429764	NCBI_gene:56302
MGI:1927259	NCBI_gene:55503
MGI:1923517	NCBI_gene:100302263
MGI:1928740	NCBI_gene:3995
MGI:1930079	NCBI_gene:9415
MGI:2140885	NCBI_gene:222236
MGI:1351654	NCBI_gene:6563
MGI:1351653	NCBI_gene:101930602
MGI:97302	NCBI_gene:4739
MGI:2444482	NCBI_gene:57091
MGI:105311	NCBI_gene:10278
MGI:108091	NCBI_gene:9564
MGI:1328351	NCBI_gene:4922
MGI:2139083	NCBI_gene:22995
MGI:106180	NCBI_gene:25759
MGI:106179	NCBI_gene:53358
MGI:2655364	NCBI_gene:399694
MGI:98296	NCBI_gene:6464
MGI:1914629	NCBI_gene:162989
MGI:1333874	NCBI_gene:9191
MGI:2443039	NCBI_gene:10865
