MGI:2387618	ZFIN:ZDB-GENE-070410-44
MGI:1927555	ZFIN:ZDB-GENE-091030-1
MGI:109351	ZFIN:ZDB-GENE-030429-14
MGI:109393	ZFIN:ZDB-GENE-010525-1
MGI:2445031	ZFIN:ZDB-GENE-071012-1
MGI:104754	ZFIN:ZDB-GENE-030131-9446
MGI:106924	ZFIN:ZDB-GENE-990603-5
MGI:2148775	ZFIN:ZDB-GENE-060216-3
MGI:108104	ZFIN:ZDB-GENE-040718-84
MGI:1347352	ZFIN:ZDB-GENE-050309-240
MGI:1921387	ZFIN:ZDB-GENE-050208-563
MGI:2145955	ZFIN:ZDB-GENE-030325-1
MGI:1336173	ZFIN:ZDB-GENE-081120-5
MGI:1929464	ZFIN:ZDB-GENE-040718-227
MGI:1921448	ZFIN:ZDB-GENE-081022-150
MGI:2135752	ZFIN:ZDB-GENE-040426-1640
MGI:2656973	ZFIN:ZDB-GENE-060526-299
MGI:1924295	ZFIN:ZDB-GENE-000607-16
MGI:1332238	ZFIN:ZDB-GENE-010328-17
MGI:1918025	ZFIN:ZDB-GENE-041119-1
MGI:1913755	ZFIN:ZDB-GENE-050522-301
MGI:1338803	ZFIN:ZDB-GENE-071008-4
MGI:2384756	ZFIN:ZDB-GENE-030131-6456
MGI:1922986	ZFIN:ZDB-GENE-120215-198
MGI:1289288	ZFIN:ZDB-GENE-030131-2552
MGI:1916948	ZFIN:ZDB-GENE-060421-4490
MGI:3609241	ZFIN:ZDB-GENE-081104-397
MGI:1920209	ZFIN:ZDB-GENE-030131-8303
MGI:2158502	ZFIN:ZDB-GENE-050522-197
MGI:2685391	ZFIN:ZDB-GENE-050208-484
MGI:1934029	ZFIN:ZDB-GENE-030131-1949
MGI:2442293	ZFIN:ZDB-GENE-041008-142
MGI:1353655	ZFIN:ZDB-GENE-040426-2847
MGI:1919857	ZFIN:ZDB-GENE-040426-2584
MGI:2385198	ZFIN:ZDB-GENE-030131-726
MGI:2442483	ZFIN:ZDB-GENE-061013-802
MGI:894681	ZFIN:ZDB-GENE-061019-1
MGI:1919936	ZFIN:ZDB-GENE-060526-139
MGI:1928898	ZFIN:ZDB-GENE-030131-7676
MGI:2444541	ZFIN:ZDB-GENE-100211-1
MGI:2159711	ZFIN:ZDB-GENE-040426-2323
MGI:1921520	ZFIN:ZDB-GENE-040426-1219
MGI:101857	ZFIN:ZDB-GENE-041008-187
MGI:1918722	ZFIN:ZDB-GENE-030131-3055
MGI:2384312	ZFIN:ZDB-GENE-081104-421
MGI:101850	ZFIN:ZDB-GENE-100211-2
MGI:1921362	ZFIN:ZDB-GENE-030131-4153
MGI:2140991	ZFIN:ZDB-GENE-060526-335
MGI:2152450	ZFIN:ZDB-GENE-050227-1
MGI:1922246	ZFIN:ZDB-GENE-070719-7
MGI:2443184	ZFIN:ZDB-GENE-060518-5
MGI:2182061	ZFIN:ZDB-GENE-030131-3656
MGI:2144157	ZFIN:ZDB-GENE-060512-211
MGI:1919594	ZFIN:ZDB-GENE-030131-5450
MGI:1924050	ZFIN:ZDB-GENE-030131-5739
MGI:894652	ZFIN:ZDB-GENE-030219-132
MGI:1919818	ZFIN:ZDB-GENE-030131-1747
MGI:1923987	ZFIN:ZDB-GENE-040426-1626
MGI:106664	ZFIN:ZDB-GENE-030131-2084
MGI:1096877	ZFIN:ZDB-GENE-081107-4
MGI:1344332	ZFIN:ZDB-GENE-990712-17
MGI:1918044	ZFIN:ZDB-GENE-060421-6581
MGI:2138346	ZFIN:ZDB-GENE-030131-2941
MGI:1930197	ZFIN:ZDB-GENE-041111-282
MGI:2443939	ZFIN:ZDB-GENE-030131-3256
MGI:1916737	ZFIN:ZDB-GENE-070410-110
MGI:1919912	ZFIN:ZDB-GENE-080213-3
MGI:2143272	ZFIN:ZDB-GENE-070209-95
MGI:2442555	ZFIN:ZDB-GENE-070705-171
MGI:1277953	ZFIN:ZDB-GENE-040426-2795
MGI:1922702	ZFIN:ZDB-GENE-040426-1223
MGI:1346834	ZFIN:ZDB-GENE-990415-79
MGI:1926185	ZFIN:ZDB-GENE-040426-725
MGI:1321402	ZFIN:ZDB-GENE-041114-97
MGI:96878	ZFIN:ZDB-GENE-040702-4
MGI:1315195	ZFIN:ZDB-GENE-060421-2909
MGI:2672795	ZFIN:ZDB-GENE-091204-260
MGI:1918982	ZFIN:ZDB-GENE-050731-5
MGI:2443626	ZFIN:ZDB-GENE-020419-33
MGI:2685563	ZFIN:ZDB-GENE-030131-4218
MGI:1891428	ZFIN:ZDB-GENE-030616-3
MGI:1920423	ZFIN:ZDB-GENE-080804-1
MGI:1306800	ZFIN:ZDB-GENE-120215-215
MGI:1338042	ZFIN:ZDB-GENE-020731-1
MGI:2684924	ZFIN:ZDB-GENE-090608-3
MGI:1919865	ZFIN:ZDB-GENE-080204-51
MGI:107532	ZFIN:ZDB-GENE-030131-2579
MGI:1917822	ZFIN:ZDB-GENE-030424-2
MGI:2384849	ZFIN:ZDB-GENE-040822-16
MGI:1923001	ZFIN:ZDB-GENE-041014-307
MGI:107777	ZFIN:ZDB-GENE-040426-2534
MGI:1915438	ZFIN:ZDB-GENE-060526-361
MGI:2156687	ZFIN:ZDB-GENE-080204-6
MGI:3052471	ZFIN:ZDB-GENE-040426-1513
MGI:2443286	ZFIN:ZDB-GENE-081104-301
MGI:1860103	ZFIN:ZDB-GENE-030829-25
MGI:2152844	ZFIN:ZDB-GENE-050508-1
MGI:1928369	ZFIN:ZDB-GENE-060222-2
MGI:95757	ZFIN:ZDB-GENE-040718-390
MGI:95755	ZFIN:ZDB-GENE-090915-1
MGI:1095438	ZFIN:ZDB-GENE-030131-1213
MGI:1919750	ZFIN:ZDB-GENE-030131-5134
MGI:1337072	ZFIN:ZDB-GENE-030616-127
MGI:1914400	ZFIN:ZDB-GENE-040625-71
MGI:2685031	ZFIN:ZDB-GENE-040426-2435
MGI:1918962	ZFIN:ZDB-GENE-041010-147
MGI:2679718	ZFIN:ZDB-GENE-051113-144
MGI:3041258	ZFIN:ZDB-GENE-090112-5
MGI:2385244	ZFIN:ZDB-GENE-040426-1576
MGI:1914421	ZFIN:ZDB-GENE-040625-141
MGI:99462	ZFIN:ZDB-GENE-040426-1801
MGI:1915984	ZFIN:ZDB-GENE-030131-3958
MGI:1915546	ZFIN:ZDB-GENE-040426-916
MGI:1913320	ZFIN:ZDB-GENE-040625-10
MGI:2686212	ZFIN:ZDB-GENE-051113-124
MGI:1891749	ZFIN:ZDB-GENE-030131-6313
MGI:88335	ZFIN:ZDB-GENE-100922-280
MGI:2138614	ZFIN:ZDB-GENE-060929-732
MGI:1915224	ZFIN:ZDB-GENE-091117-45
MGI:3036280	ZFIN:ZDB-GENE-091117-14
MGI:88574	ZFIN:ZDB-GENE-040426-1380
MGI:2138162	ZFIN:ZDB-GENE-040426-1499
MGI:2448490	ZFIN:ZDB-GENE-091204-463
MGI:2384298	ZFIN:ZDB-GENE-080522-2
MGI:1890816	ZFIN:ZDB-GENE-990415-205
MGI:2149209	ZFIN:ZDB-GENE-100922-124
MGI:1915297	ZFIN:ZDB-GENE-060929-1162
MGI:2444584	ZFIN:ZDB-GENE-041014-28
MGI:1203524	ZFIN:ZDB-GENE-060503-273
MGI:1915444	ZFIN:ZDB-GENE-040426-1973
MGI:1194500	ZFIN:ZDB-GENE-050327-91
MGI:99670	ZFIN:ZDB-GENE-030131-9438
MGI:2442582	ZFIN:ZDB-GENE-070112-1122
MGI:2442582	ZFIN:ZDB-GENE-030131-874
MGI:2684822	ZFIN:ZDB-GENE-070912-580
MGI:2684822	ZFIN:ZDB-GENE-070912-579
MGI:1923904	ZFIN:ZDB-GENE-040426-830
MGI:1097668	ZFIN:ZDB-GENE-050306-2
MGI:1914062	ZFIN:ZDB-GENE-040426-1749
MGI:1330304	ZFIN:ZDB-GENE-010430-2
MGI:1914526	ZFIN:ZDB-GENE-050522-39
MGI:109324	ZFIN:ZDB-GENE-070606-3
MGI:2182335	ZFIN:ZDB-GENE-091118-58
MGI:1927065	ZFIN:ZDB-GENE-070912-509
MGI:2387329	ZFIN:ZDB-GENE-070912-606
MGI:2443310	ZFIN:ZDB-GENE-041014-329
MGI:1860437	ZFIN:ZDB-GENE-040718-194
MGI:2444741	ZFIN:ZDB-GENE-081105-107
MGI:1202864	ZFIN:ZDB-GENE-050425-2
MGI:2388361	ZFIN:ZDB-GENE-050119-4
MGI:1914877	ZFIN:ZDB-GENE-050302-161
MGI:3045350	ZFIN:ZDB-GENE-040426-2882
MGI:2443448	ZFIN:ZDB-GENE-120215-134
MGI:2667663	ZFIN:ZDB-GENE-030616-565
MGI:3050566	ZFIN:ZDB-GENE-120207-2
MGI:97572	ZFIN:ZDB-GENE-030131-6577
MGI:102520	ZFIN:ZDB-GENE-040718-430
MGI:105941	ZFIN:ZDB-GENE-031113-4
MGI:1309489	ZFIN:ZDB-GENE-020802-4
MGI:1927339	ZFIN:ZDB-GENE-020712-1
MGI:1927340	ZFIN:ZDB-GENE-050506-35
MGI:1858257	ZFIN:ZDB-GENE-040704-70
MGI:2386681	ZFIN:ZDB-GENE-120214-43
MGI:1922989	ZFIN:ZDB-GENE-991209-8
MGI:1352460	ZFIN:ZDB-GENE-070130-1
MGI:1346344	ZFIN:ZDB-GENE-080403-1
MGI:1914872	ZFIN:ZDB-GENE-041014-95
MGI:98640	ZFIN:ZDB-GENE-120406-12
MGI:1916245	ZFIN:ZDB-GENE-040426-957
MGI:1919486	ZFIN:ZDB-GENE-070424-39
MGI:1916749	ZFIN:ZDB-GENE-021231-2
MGI:1916177	ZFIN:ZDB-GENE-050417-82
MGI:1921447	ZFIN:ZDB-GENE-041210-221
MGI:103254	ZFIN:ZDB-GENE-041114-24
MGI:1913435	ZFIN:ZDB-GENE-100922-238
MGI:1351872	ZFIN:ZDB-GENE-051023-6
MGI:1346021	ZFIN:ZDB-GENE-060606-3
MGI:1889679	ZFIN:ZDB-GENE-030131-5044
MGI:1351867	ZFIN:ZDB-GENE-030131-8662
MGI:2443431	ZFIN:ZDB-GENE-090316-1
MGI:1351866	ZFIN:ZDB-GENE-060606-4
MGI:1924344	ZFIN:ZDB-GENE-030616-531
MGI:1914007	ZFIN:ZDB-GENE-041014-360
MGI:95871	ZFIN:ZDB-GENE-020916-1
MGI:3603030	ZFIN:ZDB-GENE-091020-7
MGI:106095	ZFIN:ZDB-GENE-020423-4
MGI:2384297	ZFIN:ZDB-GENE-060503-22
MGI:1328328	ZFIN:ZDB-GENE-090313-100
MGI:1917474	ZFIN:ZDB-GENE-091118-82
MGI:3576783	ZFIN:ZDB-GENE-030131-3191
MGI:108015	ZFIN:ZDB-GENE-030127-1
MGI:97350	ZFIN:ZDB-GENE-980526-321
MGI:97348	ZFIN:ZDB-GENE-990415-178
MGI:108067	ZFIN:ZDB-GENE-010404-1
MGI:97349	ZFIN:ZDB-GENE-030131-6336
MGI:97347	ZFIN:ZDB-GENE-980526-403
MGI:1921811	ZFIN:ZDB-GENE-070810-7
MGI:1352738	ZFIN:ZDB-GENE-070626-1
MGI:1206039	ZFIN:ZDB-GENE-040718-178
MGI:109346	ZFIN:ZDB-GENE-040615-2
MGI:104806	ZFIN:ZDB-GENE-040615-1
MGI:1888986	ZFIN:ZDB-GENE-050208-93
MGI:107231	ZFIN:ZDB-GENE-050222-3
MGI:1344351	ZFIN:ZDB-GENE-050221-3
MGI:2385053	ZFIN:ZDB-GENE-030131-9751
MGI:1916046	ZFIN:ZDB-GENE-110307-2
MGI:102503	ZFIN:ZDB-GENE-011205-15
MGI:2147434	ZFIN:ZDB-GENE-050320-8
MGI:1916814	ZFIN:ZDB-GENE-031113-14
MGI:1918320	ZFIN:ZDB-GENE-060810-43
MGI:1336894	ZFIN:ZDB-GENE-110411-53
MGI:2389091	ZFIN:ZDB-GENE-030131-8708
MGI:1913781	ZFIN:ZDB-GENE-030616-409
MGI:1918928	ZFIN:ZDB-GENE-041114-137
MGI:1330828	ZFIN:ZDB-GENE-050417-22
MGI:101764	ZFIN:ZDB-GENE-040718-220
MGI:1913302	ZFIN:ZDB-GENE-040801-26
MGI:109176	ZFIN:ZDB-GENE-030131-6719
MGI:1921364	ZFIN:ZDB-GENE-050522-35
MGI:88392	ZFIN:ZDB-GENE-080102-2
MGI:109501	ZFIN:ZDB-GENE-061103-289
MGI:1098297	ZFIN:ZDB-GENE-041010-9
MGI:1098296	ZFIN:ZDB-GENE-030131-3250
MGI:1916043	ZFIN:ZDB-GENE-030616-610
MGI:1888527	ZFIN:ZDB-GENE-041008-110
MGI:1860297	ZFIN:ZDB-GENE-060526-175
MGI:1261791	ZFIN:ZDB-GENE-030131-5371
MGI:1337026	ZFIN:ZDB-GENE-030131-3727
MGI:2679513	ZFIN:ZDB-GENE-110914-111
MGI:1925496	ZFIN:ZDB-GENE-030131-5895
MGI:1915057	ZFIN:ZDB-GENE-040718-382
MGI:2685784	ZFIN:ZDB-GENE-060301-1
MGI:1346876	ZFIN:ZDB-GENE-030827-3
MGI:2448588	ZFIN:ZDB-GENE-091204-246
MGI:2445066	ZFIN:ZDB-GENE-050913-89
MGI:2685313	ZFIN:ZDB-GENE-050208-577
MGI:1929785	ZFIN:ZDB-GENE-091204-140
MGI:2443415	ZFIN:ZDB-GENE-110411-81
MGI:109574	ZFIN:ZDB-GENE-041212-16
MGI:1914383	ZFIN:ZDB-GENE-070209-223
MGI:2670965	ZFIN:ZDB-GENE-060602-3
MGI:1329035	ZFIN:ZDB-GENE-040426-2615
MGI:95304	ZFIN:ZDB-GENE-060629-1
MGI:1341822	ZFIN:ZDB-GENE-010328-19
MGI:2651854	ZFIN:ZDB-GENE-040625-84
MGI:2147903	ZFIN:ZDB-GENE-050522-430
MGI:1913865	ZFIN:ZDB-GENE-040917-3
MGI:1926020	ZFIN:ZDB-GENE-060825-216
MGI:1916259	ZFIN:ZDB-GENE-040914-84
MGI:1919064	ZFIN:ZDB-GENE-040808-39
MGI:1917297	ZFIN:ZDB-GENE-040625-176
MGI:2384911	ZFIN:ZDB-GENE-030131-2735
MGI:3644823	ZFIN:ZDB-GENE-070424-86
MGI:1924230	ZFIN:ZDB-GENE-081104-404
MGI:2388672	ZFIN:ZDB-GENE-040426-1919
MGI:109240	ZFIN:ZDB-GENE-030131-2977
MGI:109240	ZFIN:ZDB-GENE-030131-662
MGI:107412	ZFIN:ZDB-GENE-030131-408
MGI:2385163	ZFIN:ZDB-GENE-080812-2
MGI:1338002	ZFIN:ZDB-GENE-050522-424
MGI:1341859	ZFIN:ZDB-GENE-040718-184
MGI:1913393	ZFIN:ZDB-GENE-030131-4949
MGI:1914410	ZFIN:ZDB-GENE-020423-3
MGI:1916704	ZFIN:ZDB-GENE-010507-2
MGI:1352754	ZFIN:ZDB-GENE-030326-3
MGI:2148924	ZFIN:ZDB-GENE-030131-3202
MGI:1917912	ZFIN:ZDB-GENE-041114-84
MGI:2143526	ZFIN:ZDB-GENE-031001-13
MGI:107379	ZFIN:ZDB-GENE-031001-13
MGI:1342273	ZFIN:ZDB-GENE-040718-365
MGI:1859165	ZFIN:ZDB-GENE-090828-1
MGI:1316660	ZFIN:ZDB-GENE-040426-1401
MGI:1932376	ZFIN:ZDB-GENE-100921-72
MGI:1932374	ZFIN:ZDB-GENE-060503-814
MGI:2157946	ZFIN:ZDB-GENE-120104-4
MGI:1913463	ZFIN:ZDB-GENE-030131-4823
MGI:1919017	ZFIN:ZDB-GENE-030131-8525
MGI:1920018	ZFIN:ZDB-GENE-060626-1
MGI:1917642	ZFIN:ZDB-GENE-030131-1647
MGI:2687055	ZFIN:ZDB-GENE-050208-655
MGI:1919224	ZFIN:ZDB-GENE-041105-1
MGI:3043083	ZFIN:ZDB-GENE-030131-7791
MGI:107846	ZFIN:ZDB-GENE-030131-693
MGI:1913208	ZFIN:ZDB-GENE-040724-77
MGI:1316652	ZFIN:ZDB-GENE-041104-1
MGI:2139971	ZFIN:ZDB-GENE-040914-7
MGI:2142651	ZFIN:ZDB-GENE-080728-4
MGI:2384879	ZFIN:ZDB-GENE-040426-1560
MGI:2446249	ZFIN:ZDB-GENE-030131-5032
MGI:88041	ZFIN:ZDB-GENE-030131-9870
MGI:2443967	ZFIN:ZDB-GENE-061013-777
MGI:94921	ZFIN:ZDB-GENE-090918-4
MGI:94919	ZFIN:ZDB-GENE-081104-277
MGI:98158	ZFIN:ZDB-GENE-040927-19
MGI:2660674	ZFIN:ZDB-GENE-061027-183
MGI:1918968	ZFIN:ZDB-GENE-061103-523
MGI:96897	ZFIN:ZDB-GENE-020515-2
MGI:2444480	ZFIN:ZDB-GENE-041210-153
MGI:1914824	ZFIN:ZDB-GENE-060307-1
MGI:2441711	ZFIN:ZDB-GENE-030131-2838
MGI:1919055	ZFIN:ZDB-GENE-990415-46
MGI:1914504	ZFIN:ZDB-GENE-050913-109
MGI:1914259	ZFIN:ZDB-GENE-050419-126
MGI:1915442	ZFIN:ZDB-GENE-040718-86
MGI:1914587	ZFIN:ZDB-GENE-030131-2958
MGI:1915186	ZFIN:ZDB-GENE-040924-7
MGI:2384301	ZFIN:ZDB-GENE-081022-70
MGI:1915126	ZFIN:ZDB-GENE-050417-263
MGI:2684847	ZFIN:ZDB-GENE-090312-30
MGI:98372	ZFIN:ZDB-GENE-030131-2829
MGI:1926162	ZFIN:ZDB-GENE-080410-1
MGI:1277166	ZFIN:ZDB-GENE-070410-111
MGI:107595	ZFIN:ZDB-GENE-031202-3
MGI:2136971	ZFIN:ZDB-GENE-040718-471
MGI:1270841	ZFIN:ZDB-GENE-010426-2
MGI:1096573	ZFIN:ZDB-GENE-040426-2466
MGI:2141450	ZFIN:ZDB-GENE-041212-56
MGI:1923144	ZFIN:ZDB-GENE-050913-145
MGI:87916	ZFIN:ZDB-GENE-040718-393
MGI:1914541	ZFIN:ZDB-GENE-060929-1206
MGI:107771	ZFIN:ZDB-GENE-070705-146
MGI:88141	ZFIN:ZDB-GENE-060503-932
MGI:1194891	ZFIN:ZDB-GENE-051120-147
MGI:1919201	ZFIN:ZDB-GENE-050302-31
MGI:104903	ZFIN:ZDB-GENE-031212-1
MGI:1916188	ZFIN:ZDB-GENE-050417-31
MGI:1913780	ZFIN:ZDB-GENE-030131-5680
MGI:1915255	ZFIN:ZDB-GENE-040426-2648
MGI:1915127	ZFIN:ZDB-GENE-050327-47
MGI:1922259	ZFIN:ZDB-GENE-081022-73
MGI:1919367	ZFIN:ZDB-GENE-040801-142
MGI:1098713	ZFIN:ZDB-GENE-060929-432
MGI:1914537	ZFIN:ZDB-GENE-080219-1
MGI:2446133	ZFIN:ZDB-GENE-040426-2289
MGI:1341200	ZFIN:ZDB-GENE-021031-3
MGI:1919451	ZFIN:ZDB-GENE-040426-974
MGI:1859615	ZFIN:ZDB-GENE-030616-61
MGI:1920412	ZFIN:ZDB-GENE-040426-2509
MGI:1860299	ZFIN:ZDB-GENE-060531-163
MGI:2683040	ZFIN:ZDB-GENE-091112-7
MGI:107744	ZFIN:ZDB-GENE-030616-623
MGI:1289279	ZFIN:ZDB-GENE-030131-7561
MGI:1100864	ZFIN:ZDB-GENE-100922-8
MGI:1100864	ZFIN:ZDB-GENE-100922-177
MGI:1917176	ZFIN:ZDB-GENE-050506-1
MGI:107718	ZFIN:ZDB-GENE-110411-177
MGI:107714	ZFIN:ZDB-GENE-091204-287
MGI:107721	ZFIN:ZDB-GENE-081015-3
MGI:2685838	ZFIN:ZDB-GENE-070912-282
MGI:1916969	ZFIN:ZDB-GENE-021030-4
MGI:891996	ZFIN:ZDB-GENE-081105-17
MGI:97448	ZFIN:ZDB-GENE-070912-422
MGI:1914366	ZFIN:ZDB-GENE-030131-6283
MGI:102716	ZFIN:ZDB-GENE-050522-143
MGI:88518	ZFIN:ZDB-GENE-040718-107
MGI:2449167	ZFIN:ZDB-GENE-040801-16
MGI:88519	ZFIN:ZDB-GENE-060130-1
MGI:88524	ZFIN:ZDB-GENE-050522-392
MGI:109544	ZFIN:ZDB-GENE-030131-7179
MGI:104992	ZFIN:ZDB-GENE-010813-1
MGI:1298216	ZFIN:ZDB-GENE-050223-4
MGI:104336	ZFIN:ZDB-GENE-040718-324
MGI:102717	ZFIN:ZDB-GENE-060130-2
MGI:88522	ZFIN:ZDB-GENE-050223-3
MGI:1925554	ZFIN:ZDB-GENE-030131-7762
MGI:2146156	ZFIN:ZDB-GENE-030131-5188
MGI:1913877	ZFIN:ZDB-GENE-061215-54
MGI:1919049	ZFIN:ZDB-GENE-030131-6146
MGI:99698	ZFIN:ZDB-GENE-990630-14
MGI:88071	ZFIN:ZDB-GENE-060126-7
MGI:107188	ZFIN:ZDB-GENE-001207-3
MGI:1096381	ZFIN:ZDB-GENE-030408-1
MGI:1096381	ZFIN:ZDB-GENE-000509-1
MGI:2141881	ZFIN:ZDB-GENE-040426-1818
MGI:1913892	ZFIN:ZDB-GENE-040426-1850
MGI:1913593	ZFIN:ZDB-GENE-030131-993
MGI:2442345	ZFIN:ZDB-GENE-030826-19
MGI:1915986	ZFIN:ZDB-GENE-060929-894
MGI:1913917	ZFIN:ZDB-GENE-040808-38
MGI:1924285	ZFIN:ZDB-GENE-040718-411
MGI:1915720	ZFIN:ZDB-GENE-051127-23
MGI:1338800	ZFIN:ZDB-GENE-040718-46
MGI:2149728	ZFIN:ZDB-GENE-050522-349
MGI:1933158	ZFIN:ZDB-GENE-040718-245
MGI:1926189	ZFIN:ZDB-GENE-060818-36
MGI:2385618	ZFIN:ZDB-GENE-080424-3
MGI:2389136	ZFIN:ZDB-GENE-060503-247
MGI:3648259	ZFIN:ZDB-GENE-040426-689
MGI:1350932	ZFIN:ZDB-GENE-040426-689
MGI:2443930	ZFIN:ZDB-GENE-061201-6
MGI:2651932	ZFIN:ZDB-GENE-030131-6300
MGI:2151013	ZFIN:ZDB-GENE-091214-5
MGI:1334460	ZFIN:ZDB-GENE-030219-109
MGI:1096377	ZFIN:ZDB-GENE-040801-30
MGI:101931	ZFIN:ZDB-GENE-030131-7779
MGI:2135601	ZFIN:ZDB-GENE-030616-566
MGI:105083	ZFIN:ZDB-GENE-040718-414
MGI:1096331	ZFIN:ZDB-GENE-071004-45
MGI:2444087	ZFIN:ZDB-GENE-061009-24
MGI:105305	ZFIN:ZDB-GENE-070501-4
MGI:99917	ZFIN:ZDB-GENE-030131-2159
MGI:1921272	ZFIN:ZDB-GENE-041121-5
MGI:1889802	ZFIN:ZDB-GENE-040426-1582
MGI:2146430	ZFIN:ZDB-GENE-030616-417
MGI:88279	ZFIN:ZDB-GENE-041114-207
MGI:95482	ZFIN:ZDB-GENE-030131-1091
MGI:1915886	ZFIN:ZDB-GENE-050522-448
MGI:1915376	ZFIN:ZDB-GENE-040426-2499
MGI:1353510	ZFIN:ZDB-GENE-060616-136
MGI:2441869	ZFIN:ZDB-GENE-070604-1
MGI:2682298	ZFIN:ZDB-GENE-030131-2517
MGI:1346016	ZFIN:ZDB-GENE-060531-28
MGI:103264	ZFIN:ZDB-GENE-030722-5
MGI:2142567	ZFIN:ZDB-GENE-070705-462
MGI:1927138	ZFIN:ZDB-GENE-041121-18
MGI:1918954	ZFIN:ZDB-GENE-050208-773
MGI:1277211	ZFIN:ZDB-GENE-061130-2
MGI:2384760	ZFIN:ZDB-GENE-041114-87
MGI:97794	ZFIN:ZDB-GENE-040426-1321
MGI:97793	ZFIN:ZDB-GENE-120215-261
MGI:97796	ZFIN:ZDB-GENE-120919-6
MGI:104311	ZFIN:ZDB-GENE-060222-1
MGI:98117	ZFIN:ZDB-GENE-030131-9092
MGI:1922279	ZFIN:ZDB-GENE-070702-3
MGI:1338779	ZFIN:ZDB-GENE-060531-100
MGI:103079	ZFIN:ZDB-GENE-040624-8
MGI:1918087	ZFIN:ZDB-GENE-070705-332
MGI:1098550	ZFIN:ZDB-GENE-030131-6588
MGI:1926051	ZFIN:ZDB-GENE-040724-122
MGI:87979	ZFIN:ZDB-GENE-040426-2505
MGI:1860835	ZFIN:ZDB-GENE-040426-2142
MGI:2685080	ZFIN:ZDB-GENE-041014-334
MGI:2685080	ZFIN:ZDB-GENE-041014-337
MGI:87978	ZFIN:ZDB-GENE-030131-512
MGI:2677491	ZFIN:ZDB-GENE-030131-8256
MGI:87977	ZFIN:ZDB-GENE-040822-37
MGI:1913838	ZFIN:ZDB-GENE-040426-2113
MGI:3590554	ZFIN:ZDB-GENE-030131-3554
MGI:98180	ZFIN:ZDB-GENE-990415-247
MGI:2388266	ZFIN:ZDB-GENE-081022-117
MGI:2443990	ZFIN:ZDB-GENE-040724-125
MGI:1859016	ZFIN:ZDB-GENE-030131-913
MGI:1916469	ZFIN:ZDB-GENE-040426-2446
MGI:97292	ZFIN:ZDB-GENE-041111-216
MGI:109656	ZFIN:ZDB-GENE-030131-1936
MGI:108090	ZFIN:ZDB-GENE-050417-457
MGI:97783	ZFIN:ZDB-GENE-020108-1
MGI:1917457	ZFIN:ZDB-GENE-070410-35
MGI:1917403	ZFIN:ZDB-GENE-070410-3
MGI:2146285	ZFIN:ZDB-GENE-040426-1035
MGI:1861742	ZFIN:ZDB-GENE-030131-5174
MGI:1915661	ZFIN:ZDB-GENE-040426-2232
MGI:1914693	ZFIN:ZDB-GENE-030131-1145
MGI:1890602	ZFIN:ZDB-GENE-040718-336
MGI:1914154	ZFIN:ZDB-GENE-040426-2467
MGI:1925288	ZFIN:ZDB-GENE-040426-2493
MGI:1930153	ZFIN:ZDB-GENE-040624-10
MGI:1930150	ZFIN:ZDB-GENE-060518-2
MGI:1346013	ZFIN:ZDB-GENE-040624-11
MGI:109380	ZFIN:ZDB-GENE-070905-3
MGI:3605069	ZFIN:ZDB-GENE-040724-249
MGI:88381	ZFIN:ZDB-GENE-050417-234
MGI:107658	ZFIN:ZDB-GENE-050909-1
MGI:2429859	ZFIN:ZDB-GENE-070905-2
MGI:2140844	ZFIN:ZDB-GENE-040426-2476
MGI:107891	ZFIN:ZDB-GENE-050309-7
MGI:98796	ZFIN:ZDB-GENE-030317-1
MGI:2651811	ZFIN:ZDB-GENE-040624-4
MGI:98735	ZFIN:ZDB-GENE-050201-1
MGI:97473	ZFIN:ZDB-GENE-031006-2
MGI:1922570	ZFIN:ZDB-GENE-030328-21
MGI:2443760	ZFIN:ZDB-GENE-050913-135
MGI:1328313	ZFIN:ZDB-GENE-050208-149
MGI:1355314	ZFIN:ZDB-GENE-050419-169
MGI:1924859	ZFIN:ZDB-GENE-061013-787
MGI:1098773	ZFIN:ZDB-GENE-060929-272
MGI:2446120	ZFIN:ZDB-GENE-041114-110
MGI:1916700	ZFIN:ZDB-GENE-070912-667
MGI:2148801	ZFIN:ZDB-GENE-091006-2
MGI:1915164	ZFIN:ZDB-GENE-061207-37
MGI:3040688	ZFIN:ZDB-GENE-070912-112
MGI:99828	ZFIN:ZDB-GENE-041212-5
MGI:2146512	ZFIN:ZDB-GENE-030919-2
MGI:1100521	ZFIN:ZDB-GENE-041114-206
MGI:88117	ZFIN:ZDB-GENE-091116-69
MGI:2142598	ZFIN:ZDB-GENE-000607-21
MGI:1337120	ZFIN:ZDB-GENE-051127-5
MGI:1858261	ZFIN:ZDB-GENE-080116-1
MGI:1355323	ZFIN:ZDB-GENE-030616-586
MGI:1353656	ZFIN:ZDB-GENE-080116-2
MGI:3712328	ZFIN:ZDB-GENE-040426-1800
MGI:1914152	ZFIN:ZDB-GENE-040426-1505
MGI:2444898	ZFIN:ZDB-GENE-030131-3522
MGI:1354960	ZFIN:ZDB-GENE-070103-3
MGI:1354959	ZFIN:ZDB-GENE-030909-14
MGI:1354958	ZFIN:ZDB-GENE-070103-2
MGI:1347077	ZFIN:ZDB-GENE-050809-88
MGI:894653	ZFIN:ZDB-GENE-050320-50
MGI:106184	ZFIN:ZDB-GENE-080723-7
